scaffold,position,start,end,midpoint,sites,chi_rosFst,chi_melFGFst,chi_melPFst,chi_amFst,chi_agFst,chi_timPFst,ros_melFGFst,ros_melPFst,ros_amFst,ros_agFst,ros_timPFst,melFG_melPFst,melFG_amFst,melFG_agFst,melFG_timPFst,melP_amFst,melP_agFst,melP_timPFst,am_agFst,am_timPFst,ag_timPFst
HE670655,90000,40000,140000,78004,12949,0.2438,0.4044,0.1903,0.2762,0.2704,0.3156,0.3373,-0.0464,0.2139,0.1956,0.2774,0.3285,0.2044,0.183,0.2537,0.1656,0.1346,0.222,0.0012,0.0474,0.0531
HE670655,110000,60000,160000,85450,9706,0.2729,0.4123,0.2097,0.2728,0.2683,0.3114,0.3493,-0.0329,0.2188,0.2019,0.2894,0.337,0.2188,0.1962,0.269,0.1562,0.1201,0.217,-5e-04,0.0467,0.0575
HE670655,130000,80000,180000,96244,5942,0.3115,0.4278,0.233,0.2951,0.3072,0.3355,0.3115,-0.0158,0.1816,0.1854,0.2811,0.3209,0.2069,0.1876,0.2731,0.1238,0.1166,0.2115,0.0019,0.0679,0.0815
HE670655,150000,100000,200000,105446,2131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670653,50000,0,100000,7122,2964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670653,70000,20000,120000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670651,50000,0,100000,42893,17372,0.1884,0.4329,0.1535,0.3692,0.3851,0.3282,0.2713,0.0347,0.2121,0.2126,0.2268,0.2926,0.0912,0.0853,0.2468,0.2143,0.2406,0.2535,0.0118,0.157,0.1676
HE670651,70000,20000,120000,52148,13120,0.1949,0.4493,0.1815,0.3804,0.3917,0.3235,0.2841,0.0401,0.2138,0.2116,0.2332,0.3016,0.0786,0.0909,0.2591,0.2063,0.2315,0.2485,5e-04,0.1784,0.1728
HE670651,90000,40000,140000,62147,9216,0.2101,0.4371,0.1229,0.3571,0.3683,0.3334,0.2967,0.052,0.2255,0.2167,0.2342,NA,0.0834,0.0892,0.2458,0.2196,0.2351,0.2181,-0.0047,0.1482,0.1335
HE670651,110000,60000,160000,72151,5207,NA,NA,NA,0.3508,0.3697,0.3682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0062,0.1027,0.0858
HE670651,130000,80000,180000,82153,1082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670649,50000,0,100000,34998,15207,0.3563,0.4311,0.3727,0.3535,0.3572,0.3613,0.3295,0.0452,0.2578,0.2641,0.3287,0.2985,0.1971,0.2503,0.349,0.2015,0.2287,0.3129,0.0106,0.1406,0.1142
HE670649,70000,20000,120000,44955,10531,0.3482,0.4277,0.38,0.3617,0.3658,0.3671,0.2782,0.0318,0.2166,0.2403,0.2886,0.2552,0.1799,0.2372,0.3226,0.1728,0.2134,0.2953,0.009,0.124,0.0986
HE670649,90000,40000,140000,54955,6352,0.4125,0.4167,0.3866,0.3645,0.3793,0.4082,0.3076,0.0665,0.2491,0.2765,0.3387,0.2366,0.1644,0.2547,0.3138,0.1596,0.2107,0.2798,0.0232,0.1192,0.0871
HE670649,110000,60000,160000,64955,1777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670647,50000,0,100000,16719,5227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0167,0.1525,0.175
HE670647,70000,20000,120000,25955,2402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670645,50000,0,100000,28936,10517,0.318,0.4372,0.2813,0.4134,0.4131,0.3362,0.254,0.0182,0.2804,0.278,0.4976,0.2721,0.2242,0.2139,0.5907,0.2556,0.2658,0.5413,0.0051,0.5461,0.5456
HE670645,70000,20000,120000,38939,6672,0.3495,0.4417,NA,0.403,0.3778,0.3491,0.2104,NA,0.245,0.2258,0.5398,NA,0.2319,0.1998,0.6309,0.2344,NA,0.5742,0.0104,0.5793,0.5602
HE670645,90000,40000,140000,48939,3487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0289,0.6076,NA
HE670645,110000,60000,160000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670637,50000,0,100000,14499,6297,0.2237,0.3383,NA,0.2313,0.2463,0.2515,0.2589,NA,0.1948,0.2138,0.3248,NA,0.1565,0.1271,0.4248,0.137,NA,NA,-0.0027,0.2578,0.2771
HE670637,70000,20000,120000,24494,2097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670635,50000,0,100000,49174,15881,0.2174,0.379,0.2366,0.3014,0.2988,0.3129,0.2582,0.0063,0.1867,0.1797,0.255,0.2719,0.1235,0.1253,0.2792,0.1957,0.1706,0.2865,-0.0019,0.1229,0.155
HE670635,70000,20000,120000,66071,14696,0.196,0.3708,0.213,0.2917,0.2805,0.3104,0.2737,-0.002,0.1923,0.1865,0.2361,0.2841,0.1096,0.116,0.2525,0.2,0.1709,0.26,-0.0038,0.1095,0.1103
HE670635,90000,40000,140000,77576,10779,0.1177,0.3489,0.1406,0.2506,0.2473,0.2685,0.2753,0.0015,0.1731,0.1802,0.2189,0.2988,0.1068,0.1193,0.2509,0.1657,0.1613,0.2369,-0.0078,0.1073,0.1131
HE670635,110000,60000,160000,86080,7257,0.0949,0.3012,NA,0.2109,0.2076,0.245,0.2666,NA,0.1661,0.1758,0.2088,NA,0.1045,0.1262,0.2431,NA,NA,NA,-0.0093,0.0842,0.1025
HE670635,130000,80000,180000,96072,5481,0.0935,0.297,NA,0.2019,0.194,0.2494,NA,NA,0.1708,0.1775,0.2215,NA,0.1079,0.1278,0.2479,NA,NA,NA,-0.0059,0.0849,0.1059
HE670635,150000,100000,200000,107678,1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670633,50000,0,100000,21985,6137,0.2413,0.4555,NA,0.3165,0.4204,0.3836,0.2545,NA,0.1438,0.2188,0.319,NA,0.154,0.1731,0.46,0.1404,NA,0.3981,0.0135,0.231,0.3701
HE670633,70000,20000,120000,30741,3438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0275,0.1554,0.3252
HE670633,90000,40000,140000,40735,351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670631,50000,0,100000,49955,20065,0.1242,0.3519,0.1111,0.259,0.2583,0.2789,0.264,0.0141,0.1785,0.1675,0.23,0.262,0.1139,0.1095,0.2355,0.1334,0.1364,0.2156,-0.002,0.1172,0.1217
HE670631,70000,20000,120000,70001,19941,0.1647,0.3679,0.128,0.2845,0.2724,0.2799,0.2844,0.025,0.2089,0.1924,0.2235,0.2776,0.1296,0.1162,0.2084,0.1511,0.1433,0.1915,-0.0033,0.0994,0.0937
HE670631,90000,40000,140000,82499,17660,0.1779,0.3824,0.1418,0.2968,0.2845,0.2969,0.2936,0.0346,0.2161,0.2004,0.241,0.2753,0.1295,0.1142,0.206,0.1507,0.1419,0.1949,-0.0027,0.0959,0.0941
HE670631,110000,60000,160000,92500,13212,0.197,0.3916,0.1544,0.3126,0.2913,0.3066,0.3016,0.0351,0.2403,0.2204,0.2555,0.2624,0.1294,0.1122,0.1985,0.1544,0.1301,0.1875,-0.0041,0.096,0.0859
HE670631,130000,80000,180000,102500,9400,0.2142,0.3807,0.1433,0.3165,0.2834,0.3322,0.29,0.0347,0.2497,0.2165,0.2802,0.2481,0.1308,0.1043,0.2105,0.1538,0.111,0.2103,6e-04,0.1072,0.0937
HE670631,150000,100000,200000,112509,5318,0.2417,NA,NA,0.3215,0.2627,0.35,NA,NA,0.3012,0.2529,0.3215,NA,NA,NA,NA,NA,NA,NA,0.0024,0.099,0.09
HE670631,170000,120000,220000,122497,868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670629,50000,0,100000,50082,19036,0.1911,0.3695,0.1658,0.2666,0.2939,0.3021,0.2472,0.0337,0.1636,0.1741,0.2669,0.2614,0.1012,0.131,0.3596,0.1388,0.1579,0.2784,-0.0016,0.2144,0.2565
HE670629,70000,20000,120000,70006,17475,0.1878,0.4117,0.167,0.2674,0.3469,0.2952,0.2639,0.0185,0.1526,0.1966,0.2233,0.306,0.1289,0.1391,0.3579,0.1356,0.2024,0.2444,0.0187,0.1738,0.2586
HE670629,90000,40000,140000,90000,18081,0.2014,0.4262,0.1963,0.2762,0.355,0.2844,0.2694,0.009,0.1534,0.1946,0.2348,0.2944,0.1297,0.1374,0.3706,0.1377,0.1987,0.2529,0.0173,0.1791,0.2643
HE670629,110000,60000,160000,110001,17502,0.2074,0.4447,0.1927,0.2955,0.3825,0.295,0.2945,0.0285,0.1768,0.2201,0.2483,0.3179,0.1379,0.1481,0.3979,0.1524,0.2224,0.2584,0.0204,0.194,0.2917
HE670629,130000,80000,180000,130005,16643,0.2462,0.4734,0.2336,0.2919,0.3808,0.2862,0.2954,0.0255,0.1654,0.2031,0.2738,0.356,0.1763,0.1657,0.4251,0.1552,0.2231,0.2758,0.0256,0.1988,0.2998
HE670629,150000,100000,200000,150015,16550,0.2368,0.4648,0.2208,0.282,0.3641,0.2976,0.3228,0.0441,0.1878,0.2306,0.3081,0.3499,0.1851,0.158,0.4411,0.1625,0.222,0.3012,0.0245,0.2156,0.3091
HE670629,170000,120000,220000,169105,17716,0.2433,0.426,0.2246,0.2749,0.3165,0.3342,0.3148,0.0459,0.1995,0.2183,0.3484,0.3141,0.1649,0.1573,0.4447,0.1589,0.1828,0.331,0.0059,0.2462,0.3054
HE670629,190000,140000,240000,179101,13512,0.2249,0.4301,0.2101,0.2752,0.3186,0.3377,0.3304,0.0483,0.2129,0.2374,0.3531,0.3396,0.1774,0.162,0.4578,0.1687,0.2011,0.3436,0.0038,0.2537,0.3169
HE670629,210000,160000,260000,189104,10013,0.2501,0.4396,0.2324,0.2725,0.3057,0.3369,0.3322,0.0406,0.2098,0.2304,0.3663,0.3533,0.1995,0.1673,0.4775,0.1802,0.1973,0.3619,0.0023,0.2609,0.3124
HE670629,230000,180000,280000,199107,6992,0.2359,0.4116,0.2042,0.2599,0.2981,0.3422,0.3368,NA,0.1981,0.2396,0.3621,NA,0.1555,0.1492,0.4419,0.1591,0.1879,0.3376,0.0012,0.2213,0.2785
HE670629,250000,200000,300000,209100,3279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670629,270000,220000,320000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670625,50000,0,100000,12719,4538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670625,70000,20000,120000,22794,1218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670621,50000,0,100000,48263,11449,0.6061,0.621,0.5301,0.6308,0.6152,0.5616,0.4723,0.021,0.543,0.5091,0.6711,0.4029,0.3779,0.3485,0.6815,0.4643,0.4188,0.6342,0.0046,0.6637,0.6336
HE670621,70000,20000,120000,58259,8811,0.6255,0.6083,0.5199,0.6237,0.6125,0.5478,0.5034,0.0636,0.5749,0.5443,0.6544,0.4018,0.3266,0.3001,0.6058,0.4611,0.4169,0.5466,0.0043,0.5998,0.5708
HE670621,90000,40000,140000,68260,7008,0.5304,0.5467,0.3847,0.5596,0.5392,0.3978,0.5087,0.0728,0.5835,0.545,0.6674,0.4083,0.3074,0.2688,0.628,0.4698,0.4112,0.5545,0.0055,0.6238,0.5889
HE670621,110000,60000,160000,78259,4868,NA,NA,NA,0.4932,0.4669,0.3821,NA,NA,NA,NA,NA,NA,0.2524,NA,NA,NA,NA,NA,0.01,0.5288,0.4793
HE670621,130000,80000,180000,88258,2300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670619,50000,0,100000,32066,11597,0.2862,0.41,0.267,0.3363,0.3356,0.392,0.2646,0.0149,0.1992,0.1917,0.2893,0.2452,0.1533,0.1362,0.2422,0.1786,0.1518,0.2463,-0.0013,0.1437,0.1264
HE670619,70000,20000,120000,41633,8247,0.1497,0.3623,NA,0.3004,0.29,0.3413,0.2769,NA,0.2064,0.1856,0.2638,NA,0.1575,0.1301,0.2183,NA,NA,NA,0.0039,0.1413,0.1236
HE670619,90000,40000,140000,51635,4770,NA,NA,NA,0.3134,0.3039,0.3116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0039,0.0982,0.089
HE670619,110000,60000,160000,61632,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670617,50000,0,100000,32734,11677,0.2729,0.3912,0.1923,0.2961,0.3251,0.3308,0.2853,0.0893,0.2263,0.2547,0.2784,0.2619,0.181,0.174,0.2655,0.1698,0.1731,0.2126,0.0012,0.0841,0.1098
HE670617,70000,20000,120000,43125,8472,0.2655,0.4062,0.1985,0.2634,0.308,0.3199,0.2754,0.0835,0.1986,0.2288,0.2678,0.2613,0.1654,0.1547,0.2648,0.1456,0.1591,0.2142,-0.002,0.0937,0.1203
HE670617,90000,40000,140000,52670,5564,0.277,0.4244,NA,0.2514,0.3038,0.3158,NA,NA,0.1985,0.2434,0.2902,NA,0.1852,0.1919,0.3077,NA,NA,NA,-0.0072,0.0935,0.1513
HE670617,110000,60000,160000,62676,1062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670615,50000,0,100000,25241,9928,0.2252,0.3271,0.173,0.2479,0.2403,0.2968,0.2682,0.0281,0.2205,0.1825,0.2931,0.2307,0.133,0.0959,0.2764,0.1479,0.1329,0.2649,0.0108,0.1718,0.1566
HE670615,70000,20000,120000,35122,6211,0.2549,0.3352,NA,0.2396,0.2301,0.33,0.2602,NA,0.1969,0.1699,0.3197,NA,0.1503,0.1126,0.2954,NA,NA,NA,0.0046,0.1636,0.148
HE670615,90000,40000,140000,45119,1743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670611,50000,0,100000,14847,5095,NA,0.4925,NA,0.3857,0.4034,0.2424,NA,NA,0.2801,0.2639,0.4465,NA,0.159,0.1429,0.4055,NA,NA,NA,0.0153,0.2532,0.2687
HE670611,70000,20000,120000,24845,1719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670609,50000,0,100000,10061,3296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670609,70000,20000,120000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670607,50000,0,100000,50309,21664,0.1978,0.3751,0.2062,0.2754,0.2883,0.2964,0.228,0.0378,0.1584,0.148,0.1845,0.2593,0.0978,0.0791,0.1733,0.1574,0.1423,0.1943,-0.0053,0.0619,0.0632
HE670607,70000,20000,120000,69997,22060,0.1954,0.3651,0.2189,0.2766,0.2873,0.2957,0.2277,0.0299,0.1609,0.1526,0.1862,0.2514,0.0934,0.0771,0.1644,0.1628,0.1462,0.213,0.0042,0.0719,0.0665
HE670607,90000,40000,140000,90001,22559,0.1896,0.3501,0.2157,0.2622,0.2659,0.2836,0.2143,0.0178,0.1479,0.1372,0.1747,0.2311,0.0961,0.0791,0.1831,0.1436,0.1188,0.1936,0.0044,0.0822,0.0755
HE670607,110000,60000,160000,109537,22557,0.1771,0.3499,0.2046,0.255,0.261,0.2846,0.2237,0.0062,0.1382,0.1293,0.1877,0.2401,0.0996,0.0923,0.2342,0.1344,0.1191,0.2082,0.004,0.1046,0.1243
HE670607,130000,80000,180000,129997,21712,0.1413,0.3501,0.1785,0.2486,0.2565,0.2845,0.2217,3e-04,0.1295,0.125,0.1879,0.2616,0.1021,0.1023,0.2491,0.1439,0.1372,0.239,0.0071,0.1092,0.1279
HE670607,150000,100000,200000,149996,21253,0.1337,0.3347,0.1714,0.232,0.2417,0.265,0.2153,-0.0199,0.1315,0.1356,0.1905,0.2294,0.1015,0.1063,0.2515,0.1225,0.1177,0.2177,0.0069,0.1095,0.1292
HE670607,170000,120000,220000,170006,20846,0.1289,0.3431,0.1546,0.2311,0.2454,0.2763,0.2163,-0.0177,0.1285,0.1365,0.1963,0.228,0.1122,0.1093,0.2612,0.1231,0.1227,0.2048,-0.0011,0.1004,0.1307
HE670607,190000,140000,240000,190000,20813,0.1103,0.3458,0.1325,0.2236,0.2444,0.2747,0.2314,-0.0134,0.132,0.1419,0.2055,0.2544,0.1135,0.1103,0.266,0.1262,0.1353,0.2217,0.0026,0.0978,0.1382
HE670607,210000,160000,260000,210179,20147,0.1035,0.3983,0.128,0.2536,0.2516,0.3219,0.2752,-0.0012,0.1611,0.1484,0.2276,0.3134,0.187,0.1672,0.3112,0.1595,0.1445,0.2581,-0.0015,0.0845,0.0968
HE670607,230000,180000,280000,222402,17406,0.0939,0.3863,0.1169,0.253,0.2384,0.3251,0.2785,0.0028,0.1692,0.1537,0.2356,0.3096,0.1937,0.1703,0.3202,0.1618,0.1431,0.2558,-0.0016,0.0887,0.1019
HE670607,250000,200000,300000,232400,13348,0.0868,0.4067,0.1199,0.2697,0.2365,0.3527,0.2928,0.003,0.1784,0.1433,0.2462,0.3328,0.218,0.1805,0.3551,0.1796,0.1448,0.289,-6e-04,0.0971,0.111
HE670607,270000,220000,320000,242404,9377,0.0918,0.4325,0.1236,0.2803,0.2372,0.3716,0.3176,0.0049,0.1895,0.1442,0.259,0.3714,0.2469,0.213,0.4004,0.192,0.1465,0.3124,-0.001,0.1071,0.1226
HE670607,290000,240000,340000,252400,4619,NA,NA,NA,NA,NA,0.4525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.144,NA
HE670607,310000,260000,360000,262399,855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670603,50000,0,100000,16225,6492,0.1183,0.3996,NA,0.3393,0.3187,0.3671,NA,NA,0.1819,0.1618,NA,NA,0.134,0.1473,0.2892,NA,NA,NA,-0.008,0.1416,0.1448
HE670603,70000,20000,120000,26216,2589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670603,90000,40000,140000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670601,50000,0,100000,16430,5264,NA,NA,NA,0.3675,0.3556,0.3356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.005,0.1689,0.151
HE670601,70000,20000,120000,26413,568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670599,50000,0,100000,20955,6612,0.1779,0.3364,NA,0.2719,0.2647,0.2791,NA,NA,0.1771,0.172,0.2328,NA,0.1365,0.1374,0.2024,NA,NA,NA,0.0047,0.0759,0.1102
HE670599,70000,20000,120000,30475,3042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670599,90000,40000,140000,40530,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670597,50000,0,100000,15555,6546,0.1477,0.3056,0.1125,0.2676,0.2426,0.2689,0.2445,0.035,0.1966,0.1883,0.2522,0.2215,0.093,0.0831,0.2186,0.168,0.1619,0.2288,0.0041,0.1294,0.1144
HE670597,70000,20000,120000,25528,2754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670597,90000,40000,140000,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670593,50000,0,100000,50650,15299,0.2465,0.485,0.2407,0.3806,0.3713,0.407,0.3758,0.0104,0.2854,0.2672,0.4379,0.3893,0.2186,0.2204,0.6256,0.2637,0.2561,0.4722,0.0146,0.493,0.4782
HE670593,70000,20000,120000,63338,12431,0.2617,0.5114,0.284,0.4048,0.3834,0.4525,0.3912,0.0056,0.3086,0.2769,0.4685,0.3912,0.2547,0.2364,0.6779,0.2691,0.2421,0.5271,0.0113,0.5403,0.5249
HE670593,90000,40000,140000,73336,8952,0.2897,0.5154,0.3316,0.4228,0.3783,0.4736,0.3286,0.004,0.2699,0.2166,0.4857,0.339,0.2764,0.2428,0.6573,0.2498,0.1911,0.5418,0.0126,0.5302,0.4879
HE670593,110000,60000,160000,83336,6212,0.231,0.4896,0.2801,0.4399,0.3752,0.4643,0.3063,-0.0041,0.2759,0.2004,0.4818,0.3246,0.2965,0.2104,0.668,0.2899,0.1927,0.5617,0.0281,0.59,0.5258
HE670593,130000,80000,180000,95840,3701,NA,NA,NA,0.4521,0.3436,0.4291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0522,0.6983,0.6052
HE670593,150000,100000,200000,103347,1100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670591,50000,0,100000,21062,5768,0.5278,0.5752,0.5232,0.4525,0.4955,0.4132,0.4797,NA,0.4388,0.4935,0.5286,NA,0.3945,0.48,0.531,0.4161,0.4694,0.4947,0.0141,0.2494,0.267
HE670591,70000,20000,120000,31012,2528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670591,90000,40000,140000,41016,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670589,50000,0,100000,37492,9344,0.3087,0.4733,0.2516,0.3284,0.3762,0.4076,0.3204,0.0408,0.2394,0.2456,0.4398,0.3755,0.1927,0.1762,0.5668,0.1783,0.2021,0.4638,2e-04,0.3734,0.4413
HE670589,70000,20000,120000,47341,7571,0.2616,0.4467,0.2067,0.2934,0.3474,0.375,0.3103,NA,0.2116,0.207,0.4085,NA,0.1908,0.1686,0.5848,0.1763,0.1836,0.4642,-0.0029,0.39,0.4512
HE670589,90000,40000,140000,58960,5173,0.2584,0.4283,NA,0.2725,0.3141,0.3761,NA,NA,0.2405,0.2282,0.4015,NA,0.2115,0.1949,0.5445,NA,NA,NA,0.0034,0.3487,0.3863
HE670589,110000,60000,160000,67313,2104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670587,50000,0,100000,47161,16975,0.2668,0.4336,0.2717,0.4075,0.4056,0.3555,0.328,0.0535,0.2801,0.2668,0.3337,0.3217,0.2896,0.2873,0.4154,0.2749,0.275,0.331,0.0232,0.2952,0.2762
HE670587,70000,20000,120000,57044,13455,0.2135,0.4343,0.2291,0.4096,0.4011,0.3618,0.3396,0.0523,0.2892,0.272,0.3296,0.336,0.3204,0.3098,0.4432,0.2845,0.2794,0.3398,0.0285,0.3232,0.3031
HE670587,90000,40000,140000,67042,9937,0.1837,0.4312,0.2048,0.4184,0.4016,0.3781,0.3622,0.0589,0.3136,0.293,0.3363,0.3585,0.3532,0.3408,0.4662,0.2992,0.3,0.3359,0.0307,0.3327,0.3045
HE670587,110000,60000,160000,77043,6226,0.19,0.4182,NA,0.3933,0.3559,0.3863,0.3319,NA,0.2502,0.2011,0.3146,NA,0.3343,0.2936,0.4776,0.265,0.2426,0.352,0.0202,0.2889,0.2584
HE670587,130000,80000,180000,87751,2200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670585,50000,0,100000,34050,10408,0.2903,0.3909,0.2582,0.3248,0.3077,0.3594,0.3758,0.0336,0.3024,0.28,0.4322,0.3407,0.2171,0.1924,0.4261,0.2297,0.2056,0.361,-0.0016,0.2455,0.252
HE670585,70000,20000,120000,43998,7680,0.2374,0.3579,0.2202,0.2982,0.2719,0.3696,0.3936,0.041,0.3201,0.2846,0.4119,0.3427,0.2171,0.1954,0.3956,0.2278,0.1962,0.3637,-0.008,0.1728,0.1926
HE670585,90000,40000,140000,53999,4398,NA,NA,NA,0.3003,0.2572,0.3444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0058,0.1078,0.1278
HE670585,110000,60000,160000,63999,1631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HE670583,50000,0,100000,50829,19954,0.2254,0.5092,0.2125,0.4054,0.4001,0.3764,0.3311,-0.003,0.225,0.2041,0.2298,0.3963,0.2568,0.2183,0.3302,0.2468,0.226,0.2542,0.0095,0.1095,0.1374
HE670583,70000,20000,120000,70000,21020,0.2307,0.4925,0.1993,0.4036,0.3875,0.3578,0.3319,8e-04,0.2334,0.2074,0.237,0.3936,0.2802,0.2444,0.3388,0.2654,0.2319,0.2525,0.0086,0.1094,0.141
HE670583,90000,40000,140000,90001,19662,0.2777,0.4929,0.2351,0.4058,0.4,0.3561,0.3351,0.0133,0.2386,0.2236,0.2617,0.3844,0.3107,0.2855,0.3691,0.2538,0.2328,0.2707,0.0206,0.1048,0.1619
HE670583,110000,60000,160000,110000,19365,0.2831,0.4946,0.2476,0.4056,0.4041,0.3729,0.3524,0.0221,0.2427,0.2312,0.2865,0.3901,0.3173,0.2931,0.4221,0.2358,0.2226,0.2904,0.0276,0.1488,0.2173
HE670583,130000,80000,180000,130342,19518,0.2483,0.4659,0.2276,0.3843,0.3876,0.3415,0.3598,0.0438,0.2457,0.2436,0.2895,0.3731,0.2928,0.2932,0.4143,0.2296,0.2207,0.2954,0.0204,0.151,0.2143
HE670583,150000,100000,200000,150004,20489,0.2631,0.4531,0.2465,0.3858,0.3747,0.3576,0.3489,0.0429,0.2491,0.2428,0.3051,0.3408,0.2643,0.267,0.3981,0.211,0.2038,0.2904,0.0173,0.1665,0.2009
HE670583,170000,120000,220000,169998,20469,0.3282,0.4616,0.2876,0.3787,0.3807,0.3964,0.3411,0.0838,0.2448,0.2507,0.3434,0.3165,0.2206,0.2491,0.3828,0.1847,0.2009,0.3277,0.019,0.1624,0.1945
HE670583,190000,140000,240000,189998,21950,0.3381,0.4521,0.3269,0.3782,0.3702,0.4172,0.3315,0.0757,0.2554,0.2564,0.3537,0.3148,0.189,0.2164,0.3548,0.2069,0.2144,0.3558,0.0109,0.1672,0.1771
